NominalCode,Date,Narrative,Amount
530580 - Parental income from wraparound provision,07/04/2024,Breakfast Club,-680.54
530580 - Parental income from wraparound provision,07/04/2024,Breakfast Club,-516.13
530580 - Parental income from wraparound provision,07/11/2024,Breakfast Club,-502.1
530580 - Parental income from wraparound provision,07/11/2024,Breakfast Club,-291.66
530580 - Parental income from wraparound provision,07/18/2024,Breakfast Club,-283.05
530580 - Parental income from wraparound provision,07/18/2024,Breakfast Club,-116.91
530580 - Parental income from wraparound provision,07/21/2024,Breakfast Club,-118.14
530580 - Parental income from wraparound provision,07/21/2024,Breakfast Club,-40.61
530580 - Parental income from wraparound provision,07/24/2024,Breakfast Club,-14.46
530580 - Parental income from wraparound provision,07/24/2024,Breakfast Club,-14.35
530580 - Parental income from wraparound provision,07/25/2024,Breakfast Club,-405.49
530580 - Parental income from wraparound provision,07/25/2024,Breakfast Club,-141.77
530580 - Parental income from wraparound provision,08/01/2024,Breakfast Club,-105.22
530580 - Parental income from wraparound provision,08/01/2024,Breakfast Club,-61.53
530580 - Parental income from wraparound provision,08/01/2024,Breakfast Club,-49.23
530580 - Parental income from wraparound provision,08/01/2024,Breakfast Club,-49.23
530580 - Parental income from wraparound provision,08/02/2024,Breakfast Club,-454.72
530580 - Parental income from wraparound provision,08/02/2024,Breakfast Club,-85.53
530580 - Parental income from wraparound provision,08/07/2024,Breakfast Club,-24.61
530580 - Parental income from wraparound provision,08/08/2024,Breakfast Club,-95.37
530580 - Parental income from wraparound provision,08/08/2024,Breakfast Club,-43.07
530580 - Parental income from wraparound provision,08/15/2024,Breakfast Club,-46.15
530580 - Parental income from wraparound provision,08/30/2024,Breakfast Club,-107.68
750200 - Before and After School clubs,09/23/2023,Breakfast Club Expenses,55.94
750200 - Before and After School clubs,10/10/2023,Breakfast Club Expenses,130.52
750200 - Before and After School clubs,11/15/2023,Breakfast Club Expenses,179
750200 - Before and After School clubs,12/01/2023,Breakfast Club Expenses,55.94
750200 - Before and After School clubs,12/12/2023,Breakfast Club Expenses,208.83
750200 - Before and After School clubs,03/03/2024,Breakfast Club Expenses,74.58
750200 - Before and After School clubs,05/05/2024,Breakfast Club Expenses,55.94
750200 - Before and After School clubs,06/10/2024,Breakfast Club Expenses,48.48
750200 - Before and After School clubs,07/12/2024,Breakfast Club Expenses,67.13
820420 - ICT Broadband,04/01/2024,LGFL Broadband,13052.16
835250 - Telephone Costs,09/10/2023,SA phone services ,288.2
835250 - Telephone Costs,10/10/2023,SA phone services ,288.2
835250 - Telephone Costs,11/10/2023,SA phone services ,288.2
835250 - Telephone Costs,12/10/2023,SA phone services ,288.2
835250 - Telephone Costs,01/10/2024,SA phone services ,288.2
835250 - Telephone Costs,02/10/2024,SA phone services ,288.2
835250 - Telephone Costs,03/10/2024,SA phone services ,288.2
835250 - Telephone Costs,04/10/2024,SA phone services ,288.2
835250 - Telephone Costs,05/10/2024,SA phone services ,288.2
835250 - Telephone Costs,06/10/2024,SA phone services ,288.2
835250 - Telephone Costs,07/10/2024,SA phone services ,288.2
835250 - Telephone Costs,08/10/2024,SA phone services ,288.2
710100 - Building Repair and Maintenance,10/06/2023,Call out charges,466.15
710100 - Building Repair and Maintenance,10/27/2023,Call out charges,298.34
710100 - Building Repair and Maintenance,11/18/2023,Call out charges,316.98
710100 - Building Repair and Maintenance,01/26/2024,Call out charges,559.38
710100 - Building Repair and Maintenance,02/28/2024,Call out charges,261.04
710100 - Building Repair and Maintenance,03/21/2024,Call out charges,2237.51
710100 - Building Repair and Maintenance,04/26/2024,Call out charges,428.86
710100 - Building Repair and Maintenance,04/27/2024,Call out charges,354.27
710100 - Building Repair and Maintenance,05/18/2024,Call out charges,783.13
710100 - Building Repair and Maintenance,05/30/2024,Call out charges,708.55
710100 - Building Repair and Maintenance,07/24/2024,Call out charges,783.13
850100 - Catering contract,09/01/2023,Catering management ,8349
850100 - Catering contract,10/01/2023,Catering management ,8349
850100 - Catering contract,11/01/2023,Catering management ,8349
850100 - Catering contract,12/01/2023,Catering management ,8349
850100 - Catering contract,01/01/2024,Catering management ,8349
850100 - Catering contract,02/01/2024,Catering management ,8349
850100 - Catering contract,03/01/2024,Catering management ,8349
850100 - Catering contract,04/01/2024,Catering management ,8349
850100 - Catering contract,05/01/2024,Catering management ,8349
850100 - Catering contract,06/01/2024,Catering management ,8349
850100 - Catering contract,07/01/2024,Catering management ,8349
850150 - Catering - Food & Drink,09/30/2023,Catering - Food & Drink,20984
850150 - Catering - Food & Drink,10/30/2023,Catering - Food & Drink,14640
850150 - Catering - Food & Drink,11/30/2023,Catering - Food & Drink,20886
850150 - Catering - Food & Drink,12/30/2023,Catering - Food & Drink,19250
850150 - Catering - Food & Drink,01/30/2024,Catering - Food & Drink,17770
850150 - Catering - Food & Drink,02/28/2024,Catering - Food & Drink,25562
850150 - Catering - Food & Drink,03/30/2024,Catering - Food & Drink,10848
850150 - Catering - Food & Drink,04/30/2024,Catering - Food & Drink,2881
850150 - Catering - Food & Drink,05/30/2024,Catering - Food & Drink,25691
850150 - Catering - Food & Drink,06/30/2024,Catering - Food & Drink,15311
850150 - Catering - Food & Drink,07/30/2024,Catering - Food & Drink,32785
850150 - Catering - Food & Drink,08/30/2024,Catering - Food & Drink,26574
820150 - Educational software & licences,09/01/2023,Reading Eggs subscription ,1845.95
730200 - Cleaning equipment and materials,09/26/2023,Cleaning Materials,2796.89
730200 - Cleaning equipment and materials,10/24/2023,Cleaning Materials,2569.41
730200 - Cleaning equipment and materials,11/21/2023,Cleaning Materials,1991.39
730200 - Cleaning equipment and materials,12/07/2023,Cleaning Materials,1491.68
730200 - Cleaning equipment and materials,12/19/2023,Cleaning Materials,466.15
730200 - Cleaning equipment and materials,01/05/2024,Cleaning Materials,671.25
730200 - Cleaning equipment and materials,01/12/2024,Cleaning Materials,93.23
730200 - Cleaning equipment and materials,01/24/2024,Cleaning Materials,484.79
730200 - Cleaning equipment and materials,02/03/2024,Cleaning Materials,932.3
730200 - Cleaning equipment and materials,02/23/2024,Cleaning Materials,466.15
730200 - Cleaning equipment and materials,03/01/2024,Cleaning Materials,2535.85
730200 - Cleaning equipment and materials,03/14/2024,Cleaning Materials,466.15
730200 - Cleaning equipment and materials,04/03/2024,Cleaning Materials,1790.01
730200 - Cleaning equipment and materials,04/04/2024,Cleaning Materials,484.79
730200 - Cleaning equipment and materials,04/25/2024,Cleaning Materials,1018.07
730200 - Cleaning equipment and materials,05/10/2024,Cleaning Materials,466.15
730200 - Cleaning equipment and materials,05/19/2024,Cleaning Materials,2088.35
730200 - Cleaning equipment and materials,06/05/2024,Cleaning Materials,1510.32
730200 - Cleaning equipment and materials,06/22/2024,Cleaning Materials,484.79
730200 - Cleaning equipment and materials,06/23/2024,Cleaning Materials,1719.16
730200 - Cleaning equipment and materials,07/14/2024,Cleaning Materials,1495.4
730200 - Cleaning equipment and materials,07/25/2024,Cleaning Materials,484.79
730200 - Cleaning equipment and materials,07/26/2024,Cleaning Materials,1032.99
730100 - Cleaning contracts,09/01/2023,Cleaning Contract,7500
730100 - Cleaning contracts,10/01/2023,Cleaning Contract,7500
730100 - Cleaning contracts,11/01/2023,Cleaning Contract,7500
730100 - Cleaning contracts,12/01/2023,Cleaning Contract,7500
730100 - Cleaning contracts,01/01/2024,Cleaning Contract,7500
730100 - Cleaning contracts,02/01/2024,Cleaning Contract,7500
730100 - Cleaning contracts,03/01/2024,Cleaning Contract,7500
730100 - Cleaning contracts,04/01/2024,Cleaning Contract,8000
730100 - Cleaning contracts,05/01/2024,Cleaning Contract,8000
730100 - Cleaning contracts,06/01/2024,Cleaning Contract,8000
730100 - Cleaning contracts,07/01/2024,Cleaning Contract,8000
730100 - Cleaning contracts,08/01/2024,Cleaning Contract,8000
820300 - ICT Support contract,09/01/2023,ICT Support contract,27968.92
735200 - Operating Leases: Photocopiers,09/01/2023,Photocopiers lease,7271.92
735200 - Operating Leases: Photocopiers,12/01/2023,Photocopiers lease,7271.92
735200 - Operating Leases: Photocopiers,03/01/2024,Photocopiers lease,7271.92
735200 - Operating Leases: Photocopiers,06/01/2024,Photocopiers lease,7271.92
810200 - Curriculum Materials,09/01/2023,Creative curriculum materials,167.81
810200 - Curriculum Materials,09/01/2023,Creative curriculum materials,167.81
810200 - Curriculum Materials,09/09/2023,Creative curriculum materials,1066.55
810200 - Curriculum Materials,09/09/2023,Creative curriculum materials,1208.26
810200 - Curriculum Materials,10/06/2023,Creative curriculum materials,466.15
810200 - Curriculum Materials,02/28/2024,Creative curriculum materials,335.63
810200 - Curriculum Materials,03/24/2024,Creative curriculum materials,689.9
810200 - Curriculum Materials,03/28/2024,Creative curriculum materials,93.23
810200 - Curriculum Materials,06/20/2024,Creative curriculum materials,3673.25
810200 - Curriculum Materials,07/11/2024,Creative curriculum materials,55.94
710100 - Building Repair and Maintenance,01/06/2024,DEC ceritficate,611.59
510100 - DFE Revenue Grants,09/01/2023,Deprivation,-14377.51
510100 - DFE Revenue Grants,10/03/2023,Deprivation,-14377.51
510100 - DFE Revenue Grants,11/01/2023,Deprivation,-14377.51
510100 - DFE Revenue Grants,12/01/2023,Deprivation,-14377.51
510100 - DFE Revenue Grants,01/03/2024,Deprivation,-14377.51
510100 - DFE Revenue Grants,02/01/2024,Deprivation,-14377.51
510100 - DFE Revenue Grants,03/01/2024,Deprivation,-14377.51
510100 - DFE Revenue Grants,04/02/2024,Deprivation,-14377.51
510100 - DFE Revenue Grants,05/02/2024,Deprivation,-14377.51
510100 - DFE Revenue Grants,06/01/2024,Deprivation,-14377.51
510100 - DFE Revenue Grants,07/02/2024,Deprivation,-14377.51
510100 - DFE Revenue Grants,08/01/2024,Deprivation,-14377.52
820550 - ICT Hosting Fees,12/19/2023,Hosting annual fee,462.42
810200 - Curriculum Materials,09/15/2023,Art curriculum materials,196.83
810200 - Curriculum Materials,09/20/2023,Art curriculum materials,301.02
810200 - Curriculum Materials,09/28/2023,Art curriculum materials,138.65
810200 - Curriculum Materials,10/19/2023,Art curriculum materials,90.99
810200 - Curriculum Materials,01/11/2024,Art curriculum materials,110.68
810200 - Curriculum Materials,01/20/2024,Art curriculum materials,190.9
810200 - Curriculum Materials,03/17/2024,Art curriculum materials,75.55
810200 - Curriculum Materials,03/31/2024,Art curriculum materials,137.98
810200 - Curriculum Materials,03/31/2024,Art curriculum materials,319.89
810200 - Curriculum Materials,04/24/2024,Art curriculum materials,116.54
810200 - Curriculum Materials,05/25/2024,Art curriculum materials,316.98
810200 - Curriculum Materials,06/09/2024,Art curriculum materials,55.94
810200 - Curriculum Materials,06/09/2024,Art curriculum materials,93.23
810200 - Curriculum Materials,06/09/2024,Art curriculum materials,38
810200 - Curriculum Materials,06/20/2024,Art curriculum materials,140.67
810200 - Curriculum Materials,06/27/2024,Art curriculum materials,466.15
810200 - Curriculum Materials,06/27/2024,Art curriculum materials,1211.99
820150 - Educational software & licences,11/11/2023,Spelling Shed subscription,1860.87
820150 - Educational software & licences,10/15/2023,Twinkl subscription ,1435.74
615200 - Teaching Assistants - Employers NI,09/21/2023, Teaching Assistants - ER's NIC,4947.14
615200 - Teaching Assistants - Employers NI,10/21/2023, Teaching Assistants - ER's NIC,4834.56
615200 - Teaching Assistants - Employers NI,11/21/2023, Teaching Assistants - ER's NIC,9536.48
615200 - Teaching Assistants - Employers NI,12/16/2023, Teaching Assistants - ER's NIC,5350.16
615200 - Teaching Assistants - Employers NI,01/20/2024, Teaching Assistants - ER's NIC,5269.84
615200 - Teaching Assistants - Employers NI,02/21/2024, Teaching Assistants - ER's NIC,5133.3
615200 - Teaching Assistants - Employers NI,03/21/2024, Teaching Assistants - ER's NIC,5182.52
615200 - Teaching Assistants - Employers NI,04/21/2024, Teaching Assistants - ER's NIC,5477.51
615200 - Teaching Assistants - Employers NI,05/19/2024, Teaching Assistants - ER's NIC,5161.39
615200 - Teaching Assistants - Employers NI,06/21/2024, Teaching Assistants - ER's NIC,5247.13
615200 - Teaching Assistants - Employers NI,07/21/2024, Teaching Assistants - ER's NIC,5821.71
615200 - Teaching Assistants - Employers NI,08/21/2024, Teaching Assistants - ER's NIC,5350.04
615100 - Teaching Assistants - Wages and Salaries,09/21/2023, Teaching Assistants - Wages,58497.67
615100 - Teaching Assistants - Wages and Salaries,10/21/2023, Teaching Assistants - Wages,58259.84
615100 - Teaching Assistants - Wages and Salaries,11/21/2023, Teaching Assistants - Wages,95956.9
615100 - Teaching Assistants - Wages and Salaries,12/16/2023, Teaching Assistants - Wages,68255.09
615100 - Teaching Assistants - Wages and Salaries,01/20/2024, Teaching Assistants - Wages,66504.09
615100 - Teaching Assistants - Wages and Salaries,02/21/2024, Teaching Assistants - Wages,65080.81
